Sample:	'1
File name:	Default_20231009_132231.FD3
Run date:	'13:16:10, 10/09/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/335.0	923.4
2	235.0/425.0	402.5
3	245.0/440.0	404.7
4	265.0/585.0	46.32
5	270.0/440.0	413.8
6	270.0/600.0	44.19
7	275.0/340.0	 1010
8	275.0/615.0	44.06
9	280.0/620.0	43.21
10	315.0/355.0	181.6
11	320.0/360.0	194.9
12	325.0/370.0	191.5
13	330.0/375.0	192.9
14	335.0/380.0	200.3
15	350.0/400.0	179.7
16	355.0/405.0	171.0
17	360.0/415.0	166.2
18	365.0/420.0	169.2
19	455.0/340.0	3.580
20	535.0/270.0	46.84
21	555.0/335.0	6.130
22	560.0/340.0	6.078

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	256.9	 3217	 4235	610.7	23.35	11.84	10.03	8.127	6.872	6.221	5.783	5.192	4.293	3.930	3.097	2.751	2.522	2.281	2.165	1.988	1.839	1.854	1.704	1.645	1.514	1.551	1.476	1.476	1.440	1.414	1.422	1.338	1.278	1.184	1.214	1.163	1.186	1.174	1.052	1.034	0.952	1.088	1.142	0.979	0.915	0.916	1.979	8.804	18.62	16.53	6.977	1.597	0.735	0.706	0.636	0.675	0.702	0.686	0.664	0.658	0.636	0.644	0.629	0.649	0.663	0.639	0.628	0.632	0.627	0.631	0.649	0.647	0.645	0.637	0.661	0.655	0.712
235.0	119.5	995.8	 3599	 4006	406.3	26.99	11.39	8.348	8.412	6.759	5.752	5.457	4.202	3.987	3.316	3.029	2.701	2.362	2.039	2.082	1.852	1.733	1.824	1.579	1.509	1.512	1.520	1.456	1.460	1.469	1.400	1.367	1.294	1.199	1.149	1.240	1.220	1.201	1.061	1.110	0.987	1.057	1.059	1.084	1.034	0.996	1.079	2.673	6.451	12.02	17.53	20.08	10.01	2.406	0.736	0.696	0.780	0.766	0.672	0.764	0.630	0.716	0.649	0.589	0.701	0.610	0.693	0.593	0.683	0.598	0.685	0.703	0.674	0.574	0.723	0.650	0.749
240.0	129.6	273.5	 1334	 4539	 3312	301.5	16.63	9.744	9.374	7.609	5.628	5.925	4.489	3.996	3.258	3.188	2.724	2.467	2.094	2.128	1.929	1.774	1.653	1.627	1.536	1.509	1.440	1.551	1.404	1.481	1.464	1.411	1.352	1.152	1.241	1.195	1.135	1.080	1.080	1.062	1.022	1.010	0.969	0.914	1.051	1.162	1.018	1.329	2.109	3.714	8.448	20.31	25.50	19.14	6.864	1.329	0.775	0.822	0.669	0.699	0.708	0.730	0.699	0.685	0.669	0.654	0.688	0.670	0.633	0.616	0.597	0.640	0.657	0.531	0.668	0.640	0.750
245.0	121.9	149.0	345.8	 2062	 5207	 2725	207.3	12.75	9.650	7.565	6.831	6.200	4.801	4.002	3.622	2.848	2.780	2.379	2.192	2.024	1.713	1.926	1.750	1.674	1.536	1.496	1.542	1.455	1.519	1.407	1.459	1.411	1.344	1.090	1.145	1.236	1.115	1.035	1.134	1.045	1.020	1.133	0.962	0.937	0.976	1.134	1.101	1.207	1.108	1.398	2.433	7.090	16.65	29.38	25.41	16.35	4.453	0.893	0.688	0.737	0.745	0.692	0.679	0.662	0.733	0.747	0.753	0.679	0.606	0.598	0.628	0.679	0.645	0.631	0.661	0.697	0.670
250.0	73.67	125.1	164.0	527.9	 2167	 4795	 4277	867.7	41.90	10.30	8.166	7.424	5.540	4.644	3.925	3.389	2.820	2.490	2.412	2.165	1.977	2.003	1.887	1.762	1.606	1.661	1.607	1.551	1.619	1.530	1.379	1.335	1.399	1.149	1.207	1.159	1.082	1.082	1.009	1.098	1.021	0.975	1.040	0.925	0.921	0.932	0.965	1.040	1.117	1.150	1.220	2.175	4.603	9.969	16.67	26.62	28.80	26.94	11.97	4.407	0.921	0.691	0.713	0.676	0.714	0.711	0.739	0.674	0.678	0.690	0.668	0.645	0.635	0.633	0.665	0.715	0.712
255.0	49.38	62.24	132.7	216.1	514.9	 1488	 5319	 6422	 1243	37.65	10.76	8.346	6.932	5.460	4.421	3.766	3.281	2.869	2.515	2.175	2.026	2.001	1.761	1.879	1.836	1.723	1.630	1.638	1.591	1.728	1.444	1.438	1.267	1.183	1.231	1.062	1.041	1.061	1.001	1.044	1.031	1.009	1.083	1.044	0.936	1.016	0.875	0.861	0.866	1.071	1.193	1.452	1.739	2.797	4.294	6.960	12.26	28.40	45.25	27.85	18.47	4.147	0.949	0.790	0.695	0.781	0.691	0.725	0.729	0.676	0.643	0.696	0.698	0.636	0.710	0.699	0.777
260.0	47.34	39.49	74.21	167.0	191.1	361.3	 2063	 6950	 6348	202.1	22.24	10.61	8.357	6.199	4.872	3.967	3.447	2.865	2.642	2.418	2.156	2.102	1.920	1.856	1.912	1.799	1.756	1.692	1.699	1.663	1.396	1.597	1.297	1.198	1.153	1.047	1.196	1.061	1.120	1.120	0.963	1.057	1.020	0.993	0.952	1.030	0.833	0.832	0.800	0.842	0.957	1.364	1.493	1.422	1.642	2.118	3.406	8.446	22.16	40.56	56.30	26.51	13.84	2.104	0.813	0.721	0.668	0.744	0.708	0.724	0.643	0.738	0.707	0.680	0.709	0.669	0.761
265.0	49.92	35.60	39.83	103.1	162.3	131.9	507.7	 3026	 8457	 5649	164.3	15.86	9.642	7.463	5.332	4.256	3.641	3.136	2.880	2.488	2.266	2.222	2.064	1.800	1.969	1.849	1.650	1.625	1.685	1.800	1.412	1.413	1.427	1.429	1.216	1.059	1.099	1.066	1.096	1.059	0.976	1.039	1.054	1.046	0.960	1.024	0.843	0.900	0.763	0.743	0.743	1.034	1.355	1.528	1.352	1.194	1.347	2.537	5.865	13.68	34.35	55.58	62.95	24.11	7.761	1.071	0.687	0.800	0.673	0.749	0.792	0.711	0.663	0.716	0.763	0.726	0.734
270.0	52.81	34.62	29.40	44.59	99.73	145.3	179.2	734.3	 3210	 7299	 7335	 2474	48.61	9.638	7.022	5.437	4.645	3.678	3.225	2.870	2.589	2.416	2.227	2.004	1.948	1.991	1.764	1.804	1.831	1.866	1.563	1.565	1.458	1.388	1.231	1.186	1.171	1.077	1.023	1.049	0.969	1.004	1.035	1.025	1.004	0.928	0.899	0.882	0.841	0.736	0.705	0.824	0.928	1.080	1.352	1.441	1.408	1.451	1.965	3.740	8.810	18.08	34.25	46.84	41.54	44.14	15.51	7.120	1.167	0.733	0.783	0.747	0.686	0.697	0.705	0.697	0.812
