Sample:	'1
File name:	Default_20240702_204813.FD3
Run date:	'20:41:53, 07/02/2024
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/635.0	30.71
2	230.0/630.0	30.62
3	250.0/440.0	 3822
4	270.0/420.0	 3416
5	285.0/390.0	 3570
6	325.0/405.0	 4954
7	510.0/445.0	20.23

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	23.76	800.6	 1752	380.7	10.11	2.285	1.763	1.974	2.032	2.389	2.546	2.450	2.595	2.334	1.984	1.927	1.921	1.947	2.019	1.976	2.119	2.189	2.184	2.210	2.031	1.888	1.926	1.683	1.734	1.671	1.572	1.351	1.407	1.249	1.203	1.288	1.100	1.060	1.017	0.851	0.772	0.662	0.497	0.443	0.344	0.364	0.420	1.628	4.178	4.408	2.310	0.534	0.217	0.161	0.182	0.140	0.119	0.131	0.077	0.069	0.100	0.062	0.036	0.043	0.043	0.053	0.037	0.001	0.006	0.004	-0.001	-0.045	-0.036	-0.035	-0.057	-0.083	-0.078
235.0	8.906	225.0	 1279	 1712	367.5	15.45	3.236	2.708	2.315	2.856	2.546	2.909	2.444	2.202	2.159	1.941	1.976	2.036	2.276	1.952	2.123	2.455	2.208	2.242	2.093	2.050	1.962	1.848	1.868	1.549	1.520	1.470	1.416	1.292	1.187	1.199	1.127	1.115	1.174	0.988	0.838	0.655	0.546	0.502	0.332	0.424	0.352	0.585	1.389	2.884	4.622	6.191	3.740	0.946	0.240	0.192	0.131	0.143	0.027	0.066	0.124	0.036	0.111	-0.017	0.047	0.017	0.022	0.023	-0.042	0.003	0.004	-0.051	-0.050	-0.013	-0.059	-0.059	-0.080
240.0	11.26	61.49	416.3	 1573	 1802	263.9	6.835	2.916	2.594	2.683	3.155	2.674	2.769	2.892	2.393	2.153	2.003	1.947	1.962	2.261	2.215	2.600	2.254	2.327	1.851	2.195	1.971	1.689	1.849	1.514	1.668	1.328	1.481	1.226	1.216	1.221	1.255	1.147	1.056	0.960	0.925	0.691	0.579	0.416	0.376	0.387	0.376	0.470	0.528	0.874	2.085	5.584	8.890	7.962	3.048	0.546	0.196	0.125	0.083	0.073	0.061	0.069	0.055	0.079	0.047	0.005	0.018	0.016	0.013	0.003	-0.020	-0.056	-0.035	-0.036	-0.053	-0.013	-0.066
245.0	14.39	31.79	104.3	595.2	 2049	 1604	173.5	4.385	3.058	2.845	3.390	2.848	2.348	2.693	2.689	2.056	2.505	2.050	2.331	2.192	2.330	2.483	2.123	2.321	2.160	2.196	2.056	1.852	1.775	1.516	1.696	1.376	1.371	1.325	1.276	1.109	1.232	1.311	1.113	1.021	0.900	0.660	0.487	0.514	0.402	0.423	0.368	0.395	0.338	0.403	0.709	1.784	5.012	9.838	11.06	6.788	1.843	0.240	0.093	0.120	0.043	0.051	0.046	0.103	0.028	-0.002	0.072	0.038	0.002	0.000	-0.005	-0.055	0.009	-0.017	-0.059	-0.041	-0.063
250.0	6.258	19.85	46.00	146.7	707.1	 1664	 1627	577.5	30.77	3.991	3.928	3.522	3.192	2.968	2.817	2.432	2.548	2.279	2.423	2.420	2.379	2.588	2.509	2.469	2.242	2.343	1.973	1.891	1.719	1.653	1.625	1.450	1.340	1.317	1.304	1.157	1.247	1.059	1.070	1.023	0.875	0.760	0.519	0.471	0.372	0.426	0.415	0.393	0.364	0.355	0.385	0.573	1.273	3.004	5.675	8.799	11.38	9.749	5.611	1.646	0.236	0.096	0.128	0.065	0.043	-0.009	0.104	0.013	-0.012	-0.016	0.014	-0.049	0.005	-0.023	-0.062	-0.076	-0.035
255.0	6.144	8.010	27.05	59.27	167.9	436.6	 1328	 2284	244.2	29.17	4.954	4.335	3.493	3.313	3.118	2.577	2.433	2.493	2.314	2.665	2.354	2.598	2.562	2.383	2.231	2.450	2.162	1.875	1.821	1.693	1.709	1.626	1.434	1.309	1.112	1.210	1.183	1.186	1.092	0.992	0.783	0.686	0.494	0.439	0.431	0.345	0.404	0.363	0.389	0.296	0.351	0.434	0.514	0.755	1.422	2.141	4.008	7.930	13.78	14.27	7.878	1.736	0.259	0.167	0.070	0.007	0.078	0.025	0.024	0.033	-0.013	-0.024	-0.017	-0.026	-0.072	-0.049	-0.076
260.0	5.467	6.010	13.86	35.01	62.80	107.3	419.3	 1918	 1926	207.0	15.42	5.449	4.175	3.615	3.190	3.170	2.268	2.672	2.564	2.439	2.605	2.828	2.582	2.432	2.670	2.504	2.064	1.949	1.921	1.638	1.903	1.621	1.411	1.273	1.364	1.233	1.230	1.074	1.051	0.860	0.786	0.687	0.620	0.566	0.437	0.379	0.387	0.373	0.343	0.326	0.320	0.424	0.399	0.402	0.481	0.661	1.052	2.259	5.459	11.67	16.65	13.78	15.27	1.130	0.083	0.042	0.110	0.030	0.016	-0.003	-0.034	-0.047	0.005	-0.050	-0.060	-0.042	-0.037
265.0	6.830	6.254	10.28	17.92	45.74	45.49	105.1	680.1	 2275	 1696	168.0	9.651	4.198	4.009	3.555	3.413	2.759	2.937	2.519	2.568	2.747	2.873	2.754	2.507	2.688	2.450	2.282	2.194	1.972	1.775	1.833	1.641	1.514	1.466	1.400	1.345	1.221	1.030	1.018	0.861	0.789	0.713	0.586	0.519	0.463	0.355	0.370	0.389	0.349	0.307	0.268	0.278	0.317	0.398	0.386	0.307	0.458	0.662	1.402	3.392	8.257	15.91	47.46	13.17	3.858	0.294	0.081	0.000	-0.002	0.055	0.003	-0.033	-0.052	-0.002	-0.025	-0.033	-0.016
270.0	23.30	11.36	9.853	12.83	28.40	51.95	63.19	182.3	751.1	 1969	 2244	700.0	48.03	5.634	4.277	3.996	3.336	3.218	2.991	2.921	2.812	2.842	2.902	2.679	2.641	2.502	2.369	2.207	2.148	1.984	1.915	1.742	1.509	1.495	1.261	1.337	1.306	1.179	1.085	1.003	0.859	0.691	0.636	0.577	0.595	0.487	0.424	0.396	0.383	0.292	0.276	0.263	0.258	0.265	0.363	0.447	0.477	0.431	0.548	0.985	2.124	4.609	16.87	13.78	16.95	17.04	10.89	3.900	0.433	0.047	0.058	-0.002	-0.035	-0.029	-0.056	-0.017	-0.047
