Sample:	'1
File name:	W2025090902-新兴路桥北500米.FD3
Run date:	'09:50:15, 09/11/2025
Operator:	Administrator
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	23C7-004
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/345.0	2234
2	255.0/285.0	395.4
3	270.0/600.0	141.4
4	275.0/385.0	3074
5	275.0/610.0	127.7
6	280.0/625.0	117.7

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	303.5	5019	5850	621.9	18.33	8.193	6.690	5.982	6.135	6.593	6.087	6.684	6.113	6.111	5.397	4.882	4.669	4.525	4.352	4.117	3.942	3.598	3.314	3.228	2.883	2.727	2.494	2.349	2.196	2.300	2.078	1.987	1.837	1.676	1.541	1.335	1.153	1.122	1.006	0.906	0.893	1.019	0.841	0.815	0.708	1.014	6.402	19.43	23.76	12.13	2.782	0.682	0.453	0.447	0.435	0.431	0.447	0.381	0.344	0.299	0.307	0.270	0.324	0.264	0.283	0.268	0.246	0.196	0.257	0.216	0.165	0.215	0.138	0.153	0.152	0.126	0.155
235.0	118.1	1450	5706	5234	485.3	23.08	9.636	7.719	7.354	7.273	7.113	6.729	6.336	6.247	5.761	5.154	4.988	4.625	4.383	4.423	4.010	3.516	3.439	3.004	3.042	3.015	2.642	2.492	2.269	2.178	1.944	1.781	1.882	1.689	1.467	1.359	1.149	1.160	1.052	0.900	0.880	0.834	0.986	0.861	0.926	0.699	1.998	5.512	11.56	19.88	20.16	18.24	6.335	1.047	0.414	0.486	0.459	0.394	0.318	0.323	0.297	0.312	0.280	0.225	0.305	0.216	0.227	0.221	0.223	0.223	0.155	0.172	0.155	0.140	0.191	0.136	0.126
240.0	119.4	362.5	2001	7737	4252	377.4	17.85	9.571	9.930	8.720	10.04	7.248	7.166	6.537	6.633	5.473	5.153	4.767	4.809	4.687	4.280	3.844	3.339	3.372	3.288	3.026	2.739	2.538	2.327	2.328	2.170	1.859	1.882	1.641	1.636	1.304	1.208	1.095	1.116	0.941	0.940	0.835	1.055	0.819	0.955	0.839	1.027	1.765	3.158	6.889	17.05	37.21	24.67	17.17	4.721	0.656	0.413	0.401	0.344	0.338	0.341	0.367	0.295	0.233	0.308	0.244	0.196	0.261	0.195	0.185	0.229	0.218	0.185	0.119	0.174	0.155	0.184
245.0	102.8	185.8	493.7	3340	9638	3551	273.4	16.41	11.59	10.03	10.80	9.069	8.618	7.300	6.551	5.789	5.486	4.814	5.224	4.755	4.227	4.083	3.432	3.577	3.171	3.299	2.777	2.715	2.429	2.214	2.220	1.993	1.921	1.699	1.557	1.310	1.221	1.112	1.108	1.001	0.753	0.875	0.861	0.747	0.858	1.070	1.043	1.132	1.124	2.002	4.720	15.63	32.61	51.83	24.50	14.86	2.890	0.499	0.427	0.350	0.367	0.360	0.298	0.258	0.305	0.301	0.242	0.245	0.241	0.225	0.167	0.206	0.230	0.194	0.134	0.165	0.154
250.0	54.00	131.6	223.9	814.2	3745	9168	8582	1237	65.96	14.42	12.37	11.81	10.21	8.601	7.438	6.347	6.221	5.479	5.096	4.901	4.813	4.330	3.746	3.734	3.297	3.131	3.048	2.886	2.597	2.472	2.223	1.956	1.836	1.624	1.597	1.439	1.284	1.253	1.008	1.015	0.853	0.832	0.810	0.748	0.829	0.859	0.859	1.069	0.991	1.025	1.587	3.980	8.817	20.49	31.47	50.04	49.61	43.10	11.54	3.866	0.540	0.363	0.331	0.324	0.287	0.300	0.314	0.308	0.267	0.257	0.214	0.208	0.227	0.206	0.177	0.153	0.176
255.0	38.82	59.40	152.7	319.9	874.4	2475	9999.9	9999.9	1834	67.61	20.70	14.58	13.28	10.95	8.897	7.461	7.126	6.983	5.968	5.422	5.026	4.747	4.086	4.016	3.604	3.264	3.397	2.833	2.682	2.430	2.326	2.152	1.930	1.696	1.559	1.478	1.247	1.284	1.186	1.202	0.851	0.890	0.905	0.864	0.818	0.799	0.649	0.726	0.807	1.021	1.171	1.550	2.407	5.027	7.532	12.98	28.24	70.99	103.2	78.24	17.77	3.076	0.495	0.413	0.365	0.322	0.290	0.279	0.274	0.306	0.239	0.225	0.211	0.195	0.195	0.128	0.158
260.0	45.53	37.37	74.57	219.7	314.3	593.7	3380	9999.9	9999.9	1405	36.36	20.75	16.43	13.10	10.44	8.216	7.851	6.883	6.503	6.110	5.098	5.297	4.202	4.181	3.957	3.700	3.252	3.058	2.930	2.680	2.539	2.086	1.990	1.714	1.627	1.424	1.286	1.225	1.223	1.057	0.924	0.968	0.945	0.884	0.837	0.784	0.667	0.657	0.586	0.705	0.928	1.323	1.457	1.786	2.159	3.346	7.127	21.29	58.64	116.3	128.4	27.34	12.52	1.088	0.369	0.382	0.335	0.312	0.309	0.298	0.229	0.289	0.221	0.243	0.162	0.184	0.265
265.0	39.21	33.84	39.08	113.2	245.7	217.0	805.2	5049	9999.9	9999.9	202.6	30.62	22.89	15.92	12.70	9.011	8.718	7.711	7.184	6.379	5.821	4.909	4.466	4.500	3.729	3.796	3.505	3.045	2.957	2.869	2.846	2.467	2.145	1.919	1.594	1.461	1.413	1.332	1.187	1.000	1.013	1.027	0.961	0.940	0.823	0.830	0.734	0.671	0.658	0.647	0.669	0.980	1.355	1.625	1.183	1.263	2.145	5.289	14.75	41.05	102.0	153.1	136.8	23.24	6.057	0.573	0.474	0.437	0.426	0.393	0.286	0.283	0.189	0.312	0.158	0.146	0.260
270.0	60.48	47.03	41.68	53.10	137.7	239.7	295.3	1212	5351	9999.9	9999.9	4158	71.30	26.16	18.78	13.54	11.02	9.671	8.239	7.010	6.582	5.872	5.189	4.775	4.221	4.074	3.551	3.580	3.337	3.064	2.841	2.621	2.301	2.038	1.926	1.583	1.431	1.412	1.246	1.127	1.091	1.083	1.091	1.035	1.015	0.880	0.822	0.812	0.712	0.711	0.615	0.648	0.813	1.158	1.420	1.478	1.498	1.839	3.815	9.793	25.44	54.51	103.0	141.4	113.4	103.8	14.41	5.807	0.747	0.527	0.428	0.403	0.244	0.377	0.270	0.262	0.286
275.0	119.3	103.7	68.90	46.71	65.45	139.8	323.1	402.2	1269	2966	9999.9	9999.9	5885	80.22	28.77	20.32	14.95	12.92	9.750	8.607	7.660	6.707	5.797	5.187	4.772	4.448	4.297	3.580	3.589	3.240	2.871	2.860	2.573	2.232	2.177	1.865	1.887	1.649	1.364	1.318	1.270	1.211	1.145	1.118	1.149	1.057	0.976	0.836	0.791	0.702	0.600	0.621	0.709	0.774	0.909	1.217	1.920	2.237	1.891	2.772	6.224	12.70	23.72	34.83	59.54	168.6	230.9	172.1	22.30	5.284	0.727	0.490	0.422	0.412	0.403	0.416	0.439
